wav_filepath,wav_filesize,duration,transcript
data/raw/audio/sm04501001047.wav,220924,6.902,naposljetku dođe i najmlađa u istoj nakani a sestre joj povikaše bježi za ime božje ne diraj
data/raw/audio/sm04500202045.wav,36236,1.131,ovo je kudikamo teže
data/raw/audio/sm04500301086.wav,62126,1.94,kakva je to djevojka došla s njome
data/raw/audio/sm04500703045.wav,101618,3.174,ne preosta drugo nego opet posegnuti za nožicama
data/raw/audio/sm04500701026.wav,89640,2.8,ružica povuče zasun i otvori vrata
data/raw/audio/sm04500804019.wav,150364,4.697,kad ugledaše snjeguljicu kako na tlu leži kao mrtva odmah pomisliše na maćehu
data/raw/audio/sm04500603098.wav,56570,1.766,koče se grofovi i vojvode
data/raw/audio/sm04500102047.wav,56144,1.753,jadnu crvenkapicu
data/raw/audio/sm04500601043.wav,28764,0.897,ljutnu se žena
data/raw/audio/sm04500702005.wav,93484,2.92,snjeguljice ružice
data/raw/audio/sm04500902028.wav,234604,7.33,ali se kralj ljutnu i reče nije red da onoga tko ti je jednom u nevolji pomogao poslije prezireš
data/raw/audio/sm04500203046.wav,143282,4.476,tako pomisli krojačić i u odgovor protisnu
data/raw/audio/sm04500902004.wav,99324,3.103,kraljevna ode te otvori vrata
data/raw/audio/sm04500602048.wav,53166,1.66,sav od kamena
data/raw/audio/sm04500604060.wav,65004,2.03,klonule mu i ruke i noge
data/raw/audio/sm04500203063.wav,155804,4.867,no ipak se najposlije probudi te onoga što je još spavao munu u rebra i reče
data/raw/audio/sm04500602046.wav,68084,2.126,imade što i vidjeti
data/raw/audio/sm04500301074.wav,156206,4.88,prekrši li zakletvu pa oda što se dogodilo ona će joj dvorkinja
data/raw/audio/sm04501002039.wav,30926,0.965,ovaj na to odgovori
data/raw/audio/sm04500605077.wav,113404,3.542,i usred sve te huke i tutnjave ribar podiže glas
data/raw/audio/sm04500501055.wav,83244,2.6,pa je prozvaše pepeljugom
data/raw/audio/sm04500702062.wav,75804,2.368,kad je otvorila vrata i medo odlazio
data/raw/audio/sm04500803023.wav,85270,2.663,tu čestitu ženu mogu pustiti u kuću
data/raw/audio/sm04500701047.wav,77740,2.428,jednom kad su tako noćile u šumi
data/raw/audio/sm04500104048.wav,140842,4.4,ni prići mu na dva koraka zbog čarobnog cvijeta što ga je imao u ruci
data/raw/audio/sm04500901078.wav,117004,3.655,je li to kakav div pred vratima što hoće da te odvede
data/raw/audio/sm04500302122.wav,71968,2.248,što biva kad iziđu na livadu
data/raw/audio/sm04500103055.wav,62108,1.94,okrenu sitno piskutati
data/raw/audio/sm04500102101.wav,63104,1.971,te bi se mogla još spasiti
data/raw/audio/sm04500301019.wav,91886,2.87,nato rupčić dade kćeri govoreći
data/raw/audio/sm04500204093.wav,51804,1.617,da pred njim ne stoji nikakav
data/raw/audio/sm04500701035.wav,79644,2.487,jedva bi se još takve dvije našle na svijetu
data/raw/audio/sm04500401078.wav,67886,2.12,kad je navršila dvanaestu godinu
data/raw/audio/sm04500802022.wav,58706,1.833,posteljica sve jedna do druge
data/raw/audio/sm04500301080.wav,138924,4.34,i tako njih dvije krenuše dalje i najposlije stigoše na kraljevske dvore
data/raw/audio/sm04500704045.wav,70044,2.188,nije više mogao dospijeti do svoga skrovišta
data/raw/audio/sm04501002076.wav,105726,3.303,izjeo sam punu peć kruha mekinjaša ali
data/raw/audio/sm04501002068.wav,43980,1.373,vidjet ću što se tu može
data/raw/audio/sm04500502076.wav,55084,1.72,pepeljuga se brzo odjenu
data/raw/audio/sm04500804055.wav,38478,1.201,kad je stigla
data/raw/audio/sm04500501020.wav,61164,1.91,maćeha u kuću dovela
data/raw/audio/sm04500605025.wav,33708,1.052,i svu noć tako
data/raw/audio/sm04500902005.wav,74844,2.337,a žaba odmah skoči u dvoranu
data/raw/audio/sm04500504020.wav,71686,2.239,pa neka druga sestra obuje cipelu
data/raw/audio/sm04500204051.wav,80046,2.5,najprije veza konop oko vrata
data/raw/audio/sm04500102036.wav,30138,0.94,bakice
data/raw/audio/sm04500601109.wav,38364,1.198,zaključi njegova žena
data/raw/audio/sm04500702049.wav,49484,1.545,reče medvjed snjeguljici
data/raw/audio/sm04500805024.wav,79644,2.487,da snjeguljicu mogu vidjeti sa svih strana
data/raw/audio/sm04500601047.wav,53724,1.677,da si barem zaželio kućicu
data/raw/audio/sm04500301017.wav,131246,4.1,i njime zareza prst tako da je krvlju prokapao
data/raw/audio/sm04500202013.wav,54784,1.711,kad nije ništa drugo posrijedi
data/raw/audio/sm04500102054.wav,41656,1.3,lovac
data/raw/audio/sm04500603078.wav,40364,1.26,ali zovnu ko i prije
data/raw/audio/sm04500302124.wav,78524,2.453,stari mu kralj nato zapovjedi da sutradan
data/raw/audio/sm04500902020.wav,58924,1.84,najedoh se do sita
data/raw/audio/sm04500901014.wav,52204,1.63,a kad bi joj bilo dugočasno
data/raw/audio/sm04500102100.wav,162624,5.081,ali uto pomisli da je vuk možda progutao baku
data/raw/audio/sm04500503025.wav,112844,3.525,ona je naime spuzala s kruške s druge strane
data/raw/audio/sm04500302041.wav,26362,0.822,pa kad je konju
data/raw/audio/sm04500603096.wav,171884,5.37,pred ulazom vojnici stupaju sviraju u trube i u bubnje udaraju
data/raw/audio/sm04500902014.wav,44764,1.397,obrati se kraljevni
data/raw/audio/sm04500502062.wav,32506,1.014,i u tim riječima
data/raw/audio/sm04500801004.wav,207518,6.484,a uz prozor uokviren crnom ebanovinom sjedila kraljica sa svojim švenjem
data/raw/audio/sm04500603084.wav,43884,1.37,što bi sada tvoja žena
data/raw/audio/sm04500701008.wav,113564,3.547,kad bi snjeguljica rekla nikad se nećemo razdvajati
data/raw/audio/sm04500901036.wav,47324,1.478,javi se kraljevna
data/raw/audio/sm04500802003.wav,41542,1.297,i skakale oko nje
data/raw/audio/sm04500204087.wav,68526,2.14,na to majstor podhvata
data/raw/audio/sm04500801044.wav,209216,6.537,bila je tako lijepa u svome jadu te se lovcu sažalila onako uplakana
data/raw/audio/sm04500501093.wav,95724,2.99,kako bi tom prilikom kraljević njegov sin
data/raw/audio/sm04500503035.wav,94844,2.962,i tako kad je ona pojurila niza stepenice
data/raw/audio/sm04500301047.wav,94126,2.94,ta bijaše ona zaboravila sve prijašnje opake riječi
data/raw/audio/sm04500204052.wav,62284,1.945,a potom sjekirom izbi
data/raw/audio/sm04500504076.wav,72686,2.27,stoji kao salivena
data/raw/audio/sm04500101029.wav,44070,1.376,kad uđeš baki
data/raw/audio/sm04500602040.wav,144126,4.503,htjela bi da stanuje u veliku dvoru od kamena
data/raw/audio/sm04500805067.wav,46364,1.448,lijes se potrese
data/raw/audio/sm04500501008.wav,54764,1.71,pa će ti svagda bog pomoći
data/raw/audio/sm04500504013.wav,171716,5.365,valjalo im pored groba pepeljugine majke gdje se nadvijalo ljeskovo drvce
data/raw/audio/sm04500902001.wav,64204,2.005,obećanje valja i držati
data/raw/audio/sm04500701006.wav,175644,5.487,i ćud im slična samo što snjeguljica bijaše tiša i nježnija od ružice
data/raw/audio/sm04500101019.wav,35710,1.115,majka reče
data/raw/audio/sm04500402036.wav,181878,5.682,kako to gospođo da mi je kudikamo teže izvlačiti vas ovamo gore negoli mladog kraljevića koji je začas kod mene
data/raw/audio/sm04500902055.wav,163164,5.098,opasao svoje srce jer da mu ne bi prslo od tuge i pustog jada
data/raw/audio/sm04500203069.wav,50812,1.587,zamrmlja taj drugi
data/raw/audio/sm04500202095.wav,42248,1.319,kad su stigli u pećinu
data/raw/audio/sm04500203035.wav,93650,2.925,i zasjesti na kraljevski prijestol
data/raw/audio/sm04500803014.wav,211692,6.614,tako prerušena krenu preko sedam brežuljaka da nađe kuću sedam patuljaka
data/raw/audio/sm04501002024.wav,51566,1.61,bukvan je tada zaprosi
data/raw/audio/sm04500702044.wav,68524,2.14,da i nisu namicale zasun na vratima
data/raw/audio/sm04500203104.wav,52044,1.625,ne treba se bojati dvojice
data/raw/audio/sm04501002122.wav,56126,1.753,bukvan preuze u nasljedstvo
data/raw/audio/sm04500805004.wav,101404,3.167,ne diše i ne daje nikakva znaka života
data/raw/audio/sm04500204114.wav,23294,0.727,te joj reče
data/raw/audio/sm04500802068.wav,68444,2.138,te se snebiše od čuda
data/raw/audio/sm04500703002.wav,64076,2.001,ali koliko god upinjale
data/raw/audio/sm04500503054.wav,137324,4.29,odnijela lijepo ruho pod ljeskovo drvce i predala ga ptici
data/raw/audio/sm04500704007.wav,155324,4.853,put ih vodio preko pustopoljine po kojoj bijaše rasuto golemo kamenje
data/raw/audio/sm04500102039.wav,43512,1.358,ej bakice
data/raw/audio/sm04500902036.wav,214916,6.715,rasrdi se na to kraljevna pograbi žabu te iz sve snage njome tresnu o zid
data/raw/audio/sm04500502068.wav,47084,1.47,stade pod ljeskovo drvo
data/raw/audio/sm04500102050.wav,51686,1.614,leže opet u postelju
data/raw/audio/sm04500601058.wav,22684,0.708,pa on opet
data/raw/audio/sm04500502049.wav,108206,3.38,dolepršale mnoge ptičice te se okupile oko pepela
data/raw/audio/sm04500802041.wav,146728,4.584,njih sedmorica što su u planini rude tražili i kopali
data/raw/audio/sm04500201022.wav,114582,3.579,odreza si krišku po svoj širini hljeba
data/raw/audio/sm04500801022.wav,68204,2.13,i kad bi stala preda nj
data/raw/audio/sm04500805073.wav,31514,0.983,kamo me nosite
data/raw/audio/sm04500204089.wav,107566,3.36,komu nije ostalo drugo nego održati obećanje
data/raw/audio/sm04500402007.wav,55566,1.735,eto njega podno kule gdje doziva
data/raw/audio/sm04501002085.wav,31284,0.976,ustaj pa sa mnom
data/raw/audio/sm04500605062.wav,86284,2.695,u caricu i papu mogao te pretvoriti
data/raw/audio/sm04500804074.wav,44124,1.377,pruži snjeguljici
data/raw/audio/sm04500804036.wav,59244,1.85,čuvši što ogledalo kazuje
data/raw/audio/sm04500804013.wav,38906,1.214,ode ti ljepota
data/raw/audio/sm04500901018.wav,52684,1.645,i dočekivala u ruke
data/raw/audio/sm04500303068.wav,136360,4.26,koja je obična dvorkinja dok je prava zaručnica evo ova
data/raw/audio/sm04501002004.wav,40766,1.273,župnik ih zovnu
data/raw/audio/sm04500804051.wav,211166,6.598,pošto je privela kraju svoju zlu rabotu i dovršila sve oko jabuke zla kraljica premaza lice
data/raw/audio/sm04501002010.wav,41726,1.303,gdje je vladao kralj
data/raw/audio/sm04500902015.wav,113250,3.538,sada mi primakni svoj zlatni tanjur da jedemo zajedno
data/raw/audio/sm04500802103.wav,73868,2.307,i ostade snjeguljica kod njih
data/raw/audio/sm04500704070.wav,98824,3.087,opaki patuljak ukrao mi je blago
data/raw/audio/sm04500102013.wav,47600,1.486,a kad je ušla u sobu
data/raw/audio/sm04500803048.wav,70118,2.19,ali je ljepša snjeguljica
data/raw/audio/sm04500504056.wav,27166,0.848,i stavi je
data/raw/audio/sm04500603046.wav,58604,1.83,ne nije tako
data/raw/audio/sm04500702040.wav,52204,1.63,lijegao je kraj ognjišta i
data/raw/audio/sm04500202055.wav,132212,4.13,pošto je prošao dobar dio puta noseći teški teret
data/raw/audio/sm04500503052.wav,145980,4.561,u koju će kuću ona ući ali mu ona umaknu iza kuće pa u vrt
data/raw/audio/sm04500201078.wav,72686,2.27,da ne bi samo
data/raw/audio/sm04500302091.wav,69950,2.185,rasplete i razvijori kosu
data/raw/audio/sm04500701048.wav,176872,5.526,kao da bdi prekrasno stvorenje odjeveno u bjelinu u sjajno ruho
data/raw/audio/sm04500803052.wav,36158,1.129,reče u sebi
data/raw/audio/sm04500504074.wav,34526,1.078,cipelica
data/raw/audio/sm04500603038.wav,97252,3.038,pokroči ribar naprijed i reče
data/raw/audio/sm04500901042.wav,98124,3.065,možeš dobiti moje ruho moj biser i drago kamenje
data/raw/audio/sm04500402088.wav,79884,2.495,omota njezine pletenice oko svoje lijeve ruke
data/raw/audio/sm04500602043.wav,60080,1.876,uzvrati iverak
data/raw/audio/sm04500202001.wav,100684,3.145,evo ovdje možeš pročitati kakav sam ja delija
data/raw/audio/sm04500804089.wav,73084,2.283,ovaj put neće ti patuljci pomoći
data/raw/audio/sm04500605026.wav,61164,1.91,sve dok nije i zora zarudjela
data/raw/audio/sm04500401096.wav,49326,1.54,i naišao pokraj kule
data/raw/audio/sm04500704016.wav,79724,2.49,samilosne djevojke odmah prihvatiše čovuljka
data/raw/audio/sm04500604028.wav,31724,0.99,sebe i gleda
data/raw/audio/sm04501001022.wav,115244,3.6,hajde samo kad si toliko navro
data/raw/audio/sm04500402046.wav,150406,4.699,čarobnica djevojčine odrezane pletenice dobro pričvrsti gore za prozorsku kvaku
data/raw/audio/sm04500803010.wav,61838,1.931,naposljetku smisli varku
data/raw/audio/sm04501002060.wav,79566,2.485,bukvan i opet zatraži da mu dadu kraljevnu
data/raw/audio/sm04500203039.wav,71164,2.223,u jednoj šumi njegove kraljevine
data/raw/audio/sm04500402030.wav,95086,2.97,uglaviše da on svake večeri dolazi k njoj
data/raw/audio/sm04500901048.wav,133484,4.17,da jedem iz tvoga zlatnog tanjura i pijem iz tvoga pehara
data/raw/audio/sm04500204073.wav,32604,1.018,i htjede ga
data/raw/audio/sm04500701001.wav,75484,2.357,snjeguljica i ružica
data/raw/audio/sm04500802035.wav,41272,1.288,ona prekratka
data/raw/audio/sm04500202100.wav,86670,2.707,krojačić se obazre oko sebe i pomisli
data/raw/audio/sm04500604006.wav,46444,1.45,kruna optočena dragim
data/raw/audio/sm04500204140.wav,79004,2.467,kao da im je sam vrag za petama
data/raw/audio/sm04500101051.wav,93296,2.914,a što nosiš pod pregačom
data/raw/audio/sm04501002003.wav,142440,4.45,naiđoše na dvojicu seljaka što su iz polja dolazili sa svojim motikama na ramenu
data/raw/audio/sm04500203094.wav,103372,3.229,nipošto ga ne smijemo pustiti da samo tako ode
data/raw/audio/sm04500103023.wav,84782,2.648,i što je ljepotom nadmašivala sve druge
data/raw/audio/sm04500704082.wav,79564,2.485,bijelim i crvenim
data/raw/audio/sm04500802091.wav,53388,1.667,bi li htjela ostati kod nas
data/raw/audio/sm04500801034.wav,95844,2.994,prepala se kraljica kad je to čula
data/raw/audio/sm04500201085.wav,186306,5.821,stuštile se one ozgo na pekmez i oblijetale oko njega u rojevima
data/raw/audio/sm04500603045.wav,116284,3.632,lijepo je što si kraljica sad više ništa ne treba željeti
data/raw/audio/sm04500101025.wav,111686,3.489,a kad budeš vani pripazi i vladaj se pristojno
data/raw/audio/sm04500301038.wav,120686,3.77,a nato tri kapi krvi na njezinu bijelom rupčiću šapnuše
data/raw/audio/sm04500501040.wav,117804,3.68,od jutra do mrklog mraka teške poslove raditi
data/raw/audio/sm04500902078.wav,136044,4.25,zato što mu gospodar bijaše izbavljen i sretan
data/raw/audio/sm04500302039.wav,44296,1.383,kad onuda prolazim u polje
data/raw/audio/sm04500301005.wav,188526,5.89,muž joj poodavno umro a za njim joj ostala lijepa kći jedinica
data/raw/audio/sm04500804083.wav,116444,3.638,ali tek što je odgrizla zalogaj sruši se
data/raw/audio/sm04500401037.wav,40444,1.262,kad se usutonilo
data/raw/audio/sm04500601049.wav,92364,2.885,svaka bi nam koliba bila bolja od ovoga našeg svinjca
data/raw/audio/sm04501002045.wav,33664,1.051,na vruć kamen
data/raw/audio/sm04501002017.wav,68846,2.15,kad je bukvan to čuo razabrao
data/raw/audio/sm04500203088.wav,123402,3.855,i njome mlatnu po postelji tako da se sva provalila
data/raw/audio/sm04500802108.wav,75028,2.343,danju je djevojčica ostajala sama
data/raw/audio/sm04500401015.wav,47406,1.48,pa ugledala lijehu
data/raw/audio/sm04500401077.wav,98926,3.09,matovilka postade najljepše dijete pod suncem
data/raw/audio/sm04500703048.wav,90850,2.838,sad mu ostade dobrano potkresana
data/raw/audio/sm04500703006.wav,59544,1.859,da idem i dozovem ljude
data/raw/audio/sm04500501073.wav,34444,1.075,kad je prispio kući
data/raw/audio/sm04500302073.wav,71800,2.242,guščarica je stigla da počešlja kosu
data/raw/audio/sm04501001058.wav,54444,1.7,ali kako je dodirnu
data/raw/audio/sm04500101107.wav,95896,2.995,samo pritisni kvaku
data/raw/audio/sm04500102040.wav,79550,2.485,kolike su ti ruke
data/raw/audio/sm04500701031.wav,142764,4.46,nikakvo vam zlo neću učiniti evo sam napol mrtav od studeni
data/raw/audio/sm04500805110.wav,107486,3.358,prepozna snjeguljicu te se zaprepasti
data/raw/audio/sm04500402010.wav,44654,1.394,spustiše se pletenice
data/raw/audio/sm04500802060.wav,81530,2.546,tko se valjao po mojoj postelji
data/raw/audio/sm04500302015.wav,49082,1.532,molim vas preuze ona
data/raw/audio/sm04500103050.wav,134922,4.215,te opazi kako se u blizini uzdiže zid starog dvorca
data/raw/audio/sm04500703029.wav,40420,1.262,odvrnu patuljak
data/raw/audio/sm04501002105.wav,125806,3.93,ondje vidje gdje na panju sjedi sam sivobradi čovuljak
data/raw/audio/sm04500601009.wav,24454,0.763,nešto mu
data/raw/audio/sm04500203017.wav,175322,5.477,kad se delija probudi neka mu dvoranin ponudi ratnu službu u kralja
data/raw/audio/sm04500702073.wav,118364,3.697,a sve se nešto oko njega koprca i skakuče sad gore sad dolje
data/raw/audio/sm04500704066.wav,119884,3.745,kad on priđe njima spadne s njega medvjeđe krzno
data/raw/audio/sm04500401094.wav,44154,1.378,koju godinu nakon toga
data/raw/audio/sm04500703014.wav,167632,5.237,odmah segnu za vrećom punom zlata što bijaše skrivena među korijenjem obaljenog stabla
data/raw/audio/sm04500902003.wav,60044,1.875,otvori
data/raw/audio/sm04501002057.wav,49588,1.548,i nije još ni dan izminuo
data/raw/audio/sm04500804003.wav,81884,2.558,hajde da te lijepo počešljam
data/raw/audio/sm04500104063.wav,74604,2.33,i pretvorio ih u djevojke
data/raw/audio/sm04500902019.wav,72552,2.266,išlo mi je u tek
data/raw/audio/sm04500801015.wav,75348,2.353,kako se djevojćica rodi
data/raw/audio/sm04500703032.wav,84474,2.638,a kako mu se na udicu uhvatila povelika riba
data/raw/audio/sm04500805088.wav,58684,1.833,pozvali su na nju i snjeguljičinu
data/raw/audio/sm04501002007.wav,129152,4.035,dotakli crkvenjaka ostadoše i njih dvojica prilijepljena
data/raw/audio/sm04500402023.wav,36008,1.124,rado ću poći s tobom
data/raw/audio/sm04500202016.wav,137004,4.28,i to rekavši segnu rukom u ep izvadi meki sir
data/raw/audio/sm04500202043.wav,57644,1.8,vrlo rado pristade mališa
data/raw/audio/sm04500703004.wav,74700,2.333,drvo ju čvrsto prištinulo
data/raw/audio/sm04500101063.wav,49828,1.556,objasni crvenkapica
data/raw/audio/sm04500204090.wav,56924,1.778,i junaku dati kćer
data/raw/audio/sm04500401086.wav,94924,2.965,a matovilka imala dugu kosu
data/raw/audio/sm04500703009.wav,67618,2.112,samo malko strpljenja
data/raw/audio/sm04500702041.wav,69804,2.18,puštao da se djevojke s njime igraju
data/raw/audio/sm04500702082.wav,115964,3.623,kad vidje djevojke i izvali u njih crvene vatrene oči te viknu
data/raw/audio/sm04500204086.wav,80284,2.507,da na rođene oči vide uhvaćenu životinju
data/raw/audio/sm04500601022.wav,36204,1.13,nego me lijepo opet
data/raw/audio/sm04500801060.wav,104586,3.267,kraljica si krasotica
data/raw/audio/sm04500502080.wav,110204,3.442,nisu je prepoznale nego mišljahu da je to zacijelo kakva kraljevna
data/raw/audio/sm04500402044.wav,172764,5.397,ni time još ne bijaše zadovoljna nego u svojoj nesmiljenosti odvede matovilku u veliku pustinju
data/raw/audio/sm04501001071.wav,179804,5.617,ususret mu naiđe star sijed čovuljak nazva mu dobar dan i reče
data/raw/audio/sm04500402085.wav,72896,2.277,i gdje poživješe mnoge godine
data/raw/audio/sm04500204026.wav,40524,1.265,dočeka krojačić
data/raw/audio/sm04500704032.wav,99804,3.118,a oni blistali i svjetlucali u svim bojama
data/raw/audio/sm04500401013.wav,64604,2.018,stajala žena uz mali prozor
data/raw/audio/sm04500401030.wav,119084,3.72,umrijet ću ako ne okusim matovilca iz vrta tamo za kućom
data/raw/audio/sm04500601082.wav,47084,1.47,reče iverak te uroni
data/raw/audio/sm04500202017.wav,119082,3.72,te ga stisnu tako da je sok iz njega potekao
data/raw/audio/sm04500401082.wav,36522,1.14,stala bi pod prozor
data/raw/audio/sm04500804073.wav,44284,1.383,te crvenu polu
data/raw/audio/sm04500103018.wav,88510,2.765,te bi je stara zatvorila u krletku od pletera
data/raw/audio/sm04501002049.wav,43878,1.37,uze ga tješiti bukvan
data/raw/audio/sm04501002016.wav,115084,3.595,da će je za ženu dobiti onaj tko je uspije nasmijati
data/raw/audio/sm04500402038.wav,41194,1.286,planu bijesom čarobnica
data/raw/audio/sm04500301032.wav,60526,1.89,kako bijaše jako žedna
data/raw/audio/sm04500803042.wav,268948,8.403,ono ti nije bio nitko drugi doli tvoja opaka maćeha dobro pazi dok nas nema nikoga ne puštaj unutra
data/raw/audio/sm04500101048.wav,33854,1.057,kamo
data/raw/audio/sm04500802096.wav,54400,1.699,predložiše joj patuljci
data/raw/audio/sm04500902050.wav,42076,1.313,u kočiji upregnuto
data/raw/audio/sm04500503032.wav,102682,3.207,kad je uvečer namjerila kući i kraljević ju htio pratiti
data/raw/audio/sm04500704036.wav,63404,1.98,izdera se patuljak na njih kad ih opazi
data/raw/audio/sm04500201026.wav,95386,2.979,i položi namazanu krišku pokraj sebe
data/raw/audio/sm04500601040.wav,69644,2.175,a taj reče da nije riba nego ukleti princ
data/raw/audio/sm04500204122.wav,43884,1.37,osnovu i naum
data/raw/audio/sm04500601012.wav,55642,1.737,a to se uhvatila povelika riba
data/raw/audio/sm04500901071.wav,133004,4.155,a kad se po njima uspelo pokuca na vrata i jasno zazva
data/raw/audio/sm04500603092.wav,80044,2.5,odslovi iverak i nestade u dubini
data/raw/audio/sm04500802044.wav,139572,4.36,naokolo švrljao jer nisu našli onaj red kakav su na odlasku ostavili
data/raw/audio/sm04500203091.wav,97484,3.045,sedam jednim udarcem
data/raw/audio/sm04500805064.wav,86366,2.698,da uzmu lijes i da ga ponesu na ramenima
data/raw/audio/sm04500802082.wav,99996,3.123,ali joj oni ljubazno zalješe dobro jutro
data/raw/audio/sm04500204040.wav,42764,1.335,podrugljivo će krojačić
data/raw/audio/sm04500402075.wav,95140,2.972,ugleda ga i prepozna njegova matovilka
data/raw/audio/sm04500101100.wav,36082,1.126,kuc kuc
data/raw/audio/sm04500401063.wav,72330,2.259,čarobnica se ponešto smekša u svom bijesu
data/raw/audio/sm04500401033.wav,40366,1.26,koji je svoju ženu volio
data/raw/audio/sm04500104053.wav,137800,4.305,pa se tako i jorinda prevratila u svoj djevojački lik
data/raw/audio/sm04500601046.wav,42444,1.325,a i što bih iskao od njega
data/raw/audio/sm04500504038.wav,57502,1.796,odmah okrenu konja natrag
data/raw/audio/sm04500401031.wav,30766,0.96,njezin muž
data/raw/audio/sm04500302008.wav,46890,1.464,može djevojka njemu pomagati
data/raw/audio/sm04500204034.wav,55884,1.745,nije mu trebalo dugo tražiti
data/raw/audio/sm04500701005.wav,188124,5.878,obje ih krasila čednost i dobrota marljivost i poslušnost
data/raw/audio/sm04500103060.wav,61470,1.92,uto doletje sova
data/raw/audio/sm04500804010.wav,25254,0.788,pade na tlo
data/raw/audio/sm04500504068.wav,114286,3.57,kad su jahali pokraj ljeskova drvceta dvije bijele golubice
data/raw/audio/sm04500203021.wav,203686,6.364,lijepo ga i časno primiše na dvoru i odrediše mu posebne odaje u kojima će stanovati
data/raw/audio/sm04500802043.wav,162380,5.073,pa kako rasvijetliše unutrašnjost svoje kućice odmah opaziše da je netko u njoj bio
data/raw/audio/sm04500103033.wav,53592,1.673,priklanjao se k večeru
data/raw/audio/sm04500504040.wav,45796,1.43,ljutnu se kraljević
data/raw/audio/sm04500803053.wav,227648,7.113,i kako bijaše iskusna vještičinim umijećima napravi češalj s otrovom
data/raw/audio/sm04500601096.wav,41322,1.29,s lijepim pokućstvom
data/raw/audio/sm04500802070.wav,87104,2.721,i zajedno osvijetliše snjeguljicu
data/raw/audio/sm04500702004.wav,60524,1.89,zatim zovnu svoje kćeri
data/raw/audio/sm04500604063.wav,48844,1.525,zapuhao krajinom
data/raw/audio/sm04500704065.wav,32364,1.01,djevojke stanu
data/raw/audio/sm04500901035.wav,70284,2.195,ti si to staro pućkalo
data/raw/audio/sm04500703013.wav,69460,2.169,kad patuljak vidje da je slobodan
data/raw/audio/sm04500203004.wav,118284,3.695,u rano jutro divovi poraniše u šumu
data/raw/audio/sm04500202036.wav,44456,1.388,isprsi se krojač
data/raw/audio/sm04500701059.wav,173556,5.422,na prečki drijemala bijela grlica držeći glavu pod krilom
data/raw/audio/sm04500301029.wav,36846,1.15,odvrnu dvorkinja
data/raw/audio/sm04500702085.wav,87884,2.745,što si to maleni upita ružica
data/raw/audio/sm04500401056.wav,41646,1.3,zlo ćeš proći
data/raw/audio/sm04501001060.wav,136364,4.26,te mu nebijaše ni kud ni kamo nego za njima kaskati
data/raw/audio/sm04500302037.wav,46850,1.463,pribij nad gradska vrata
data/raw/audio/sm04500301042.wav,88442,2.762,jahale njih dvije koju milju dalje
data/raw/audio/sm04500504034.wav,97932,3.059,kraljević tada pogleda bolje na njezinu nogu
data/raw/audio/sm04501002020.wav,117166,3.66,a kad je ona vidjela momka sa zlatnom guskom pod miškom
data/raw/audio/sm04500201034.wav,121300,3.789,ljutnu se krojačić i poče tjerati nezvane goste
data/raw/audio/sm04500203019.wav,140976,4.404,upravo sam zato i došao ovamo odgovori krojačić
data/raw/audio/sm04500702064.wav,27244,0.85,te ga zadera
data/raw/audio/sm04501002018.wav,80686,2.52,odmah sa svojom guskom i cijelom sljedbom
data/raw/audio/sm04500702015.wav,44924,1.403,djevojke dohvate metlu
data/raw/audio/sm04500802021.wav,58148,1.816,uza zid poredano sedam
data/raw/audio/sm04500703043.wav,56994,1.78,brada i povraz
data/raw/audio/sm04500201003.wav,107568,3.36,bio je dobre volje i marno radio
data/raw/audio/sm04500402029.wav,68062,2.126,a ti ćeš me onda vrgnuti na svog konja
data/raw/audio/sm04500802030.wav,51694,1.614,i da ga tako isprazni
data/raw/audio/sm04500902041.wav,101804,3.18,ono se ondje umjesto žabe stvori kraljević
data/raw/audio/sm04500605075.wav,110858,3.463,na moru se dizali silni tamni valovi što im je kreste
data/raw/audio/sm04501002118.wav,134524,4.202,nije više mogao a da momku ne dade svoju kćer
data/raw/audio/sm04500502041.wav,90284,2.82,iziđe djevojka na stražnja vrata u vrt i zovnu
data/raw/audio/sm04500602065.wav,101236,3.162,s najljepšim cvijećem i najprobranijim voćkama
data/raw/audio/sm04500203028.wav,155404,4.855,dođoše oni kralju te ga zamoliše da ih oslobodi dalje službe
data/raw/audio/sm04500202084.wav,33828,1.056,div pokuša
data/raw/audio/sm04500204121.wav,45806,1.43,prenese ovome svu
data/raw/audio/sm04500401045.wav,67886,2.12,valjade mu opet po salatu
data/raw/audio/sm04500302125.wav,66796,2.086,kao i obično potjera jato gusaka
data/raw/audio/sm04500604038.wav,65964,2.06,zar te pamet ostavila
data/raw/audio/sm04500603076.wav,36204,1.13,potezao nad vodom
data/raw/audio/sm04500803028.wav,29524,0.921,snjeguljica
data/raw/audio/sm04500602001.wav,115884,3.62,zatim večeraše i legoše na počinak
data/raw/audio/sm04500102024.wav,50944,1.591,razmaknu zavjese
data/raw/audio/sm04500203054.wav,75724,2.365,i to rekavši zađe u šumu
data/raw/audio/sm04500601106.wav,27644,0.863,potvrdi muž
data/raw/audio/sm04500605018.wav,109884,3.433,od pohlepe i gramžljivosti nije mogla zaspati
data/raw/audio/sm04500201060.wav,106860,3.338,i tako uze odvažno put pod noge
data/raw/audio/sm04500604088.wav,51804,1.617,sjajnim palačama
data/raw/audio/sm04500604086.wav,80684,2.52,a to ondje umjesto carskih dvora
